,source,target,weight
775,X-Men,Frederick Dukes,1160
776,X-Men,Stephanie Hunter,1600
777,X-Men,Katherine Pryde (Earth-811),740
778,X-Men,Rachel Summers (Earth-811),2604
779,X-Men,Brotherhood of Evil Mutants,720
780,X-Men,Raven Darkhölme,1820
781,X-Men,Raven Darkhölme,1820
782,X-Men,Irene Adler,1120
783,X-Men,St. John Allerdyce,1020
784,X-Men,Dominikos Petrakis,940
785,X-Men,Henry Gyrich,540
786,X-Men,Aleytys Forrester,1300
787,X-Men,Theresa Cassidy,400
788,X-Men,Caliban,640
789,X-Men,Carol Danvers,2284
790,X-Men,Cal'syee Neramani,920
791,X-Men,Sikorsky,640
792,X-Men,Rogue (Anna Marie),8420
793,X-Men,S'ym,360
794,X-Men,Xi'an Coy Manh,624
795,X-Men,Lockheed,1960
796,X-Men,New Mutants,3224
797,X-Men,Samuel Guthrie,3024
798,X-Men,Samuel Guthrie,3024
799,X-Men,Rahne Sinclair,2824
800,X-Men,Danielle Moonstar,1924
801,X-Men,Roberto Da Costa,2904
802,X-Men,Madelyne Pryor,3784
803,X-Men,Morlocks,1964
804,X-Men,Mark Hallett,1028
805,X-Men,Callisto,2144
806,X-Men,Plague,204
807,X-Men,Masque,540
808,X-Men,Keniuchio Harada,300
809,X-Men,National Security Council,620
810,X-Men,Valerie Cooper,1040
811,X-Men,Project Wideawake,420
812,X-Men,Douglas Ramsey,1000
813,X-Men,Leech,200
814,X-Men,Selene Gallio,1044
815,X-Men,Forge,3448
816,X-Men,Adversary,900
817,X-Men,Amara Aquilla,1148
818,X-Men,Nimrod (Earth-811),820
819,X-Men,Magus (Technarch),300
820,X-Men,Warlock (Technarch),1420
821,X-Men,Hellions,100
822,X-Men,James Proudstar,220
823,X-Men,Manuel de la Rocha,100
824,X-Men,Jennifer Stavros,100
825,X-Men,Lila Cheney,740
826,X-Men,Freedom Force,720
827,X-Men,Rita Wayword,684
828,X-Men,Nathan Summers,1964
829,X-Men,Nathan Summers,1964
830,X-Men,Nathan Summers,1964
831,X-Men,Nathan Summers,1964
832,X-Men,Nathan Summers,1964
833,X-Men,Nathan Summers,1964
834,X-Men,Nathan Summers,1964
835,X-Men,Nathan Summers,1964
836,X-Men,Nathan Summers,1964
837,X-Men,Nathan Summers,1964
838,X-Men,Nathan Summers,1964
839,X-Men,Nathan Summers,1964
840,X-Men,Nathan Summers,1964
841,X-Men,Nathan Summers,1964
842,X-Men,Nathan Summers,1964
843,X-Men,Nathan Summers,1964
844,X-Men,Brightwind,320
845,X-Men,Yuriko Oyama,800
846,X-Men,Marauders,1324
847,X-Men,Philippa Sontag,720
848,X-Men,Kodiak Noatak,720
849,X-Men,Alice MacAllister,1200
850,X-Men,John Greycrow,1020
851,X-Men,Vertigo (Savage Land Mutate),620
852,X-Men,X-Factor,2244
853,X-Men,Elizabeth Braddock,6328
854,X-Men,Sharon Friedlander,800
855,X-Men,Thomas Corsi,500
856,X-Men,Victor Creed,820
857,X-Men,Nathaniel Essex,720
858,X-Men,Frank Bohannan,800
859,X-Men,Louis Hamilton,600
860,X-Men,Martin Fletcher,600
861,X-Men,Gateway,1400
862,X-Men,Reavers,800
863,X-Men,Bonebreaker,700
864,X-Men,Pretty Boy,500
865,X-Men,Skullbuster,500
866,X-Men,Right,228
867,X-Men,Patricia Tilby,500
868,X-Men,Cameron Hodge,1040
869,X-Men,Jennifer Ransome,400
870,X-Men,Cormick Grimshaw,500
871,X-Men,Magistrates,1104
872,X-Men,David Moreau,1000
873,X-Men,Phillip Moreau,320
874,X-Men,Wipeout,800
875,X-Men,N'astirh,500
876,X-Men,Tam Anderson,900
877,X-Men,En Sabah Nur,24
878,X-Men,Prosh,340
879,X-Men,Prosh,260
880,X-Men,Jubilation Lee,2600
881,X-Men,Eleanor Murch,220
882,X-Men,Orphan-Maker (Peter),220
883,X-Men,Weird Happenings Organization,220
884,X-Men,Alysande Stuart,200
885,X-Men,Lian Shen,440
886,X-Men,Jacob Reisz,440
887,X-Men,Excalibur,400
888,X-Men,Alistaire Stuart,220
889,X-Men,Muir Island X-Men,1300
890,X-Men,David Haller,600
891,X-Men,Guido Carosella,700
892,X-Men,Charlotte Jones,0
893,X-Men,Mutant Liberation Front,20
894,X-Men,Remy LeBeau,1920
895,X-Men,Tabitha Smith,1120
896,X-Men,Julio Richter,1000
897,X-Men,Emmanuel Da Costa,400
898,X-Men,Sharon Smith,0
899,X-Men,Haroun ibn Sallah al-Rashid,0
900,X-Men,Marie-Ange Colbert,0
901,X-Men,Hela,0
902,X-Men,Gosamyr,0
903,X-Men,Arthur Maddicks,0
904,X-Men,Sally Blevins,20
905,X-Men,Russell Collins,120
906,X-Men,Eitri,0
907,X-Men,Hrimhari,0
908,X-Men,Richard Gill,20
909,X-Men,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),20
910,X-Men,Michael McCain,20
911,X-Men,Nathan Summers (Stryfe) (Earth-4935),20
912,X-Men,Tyler Dayspring (Earth-4935),0
913,X-Men,Vanessa Carlysle,120
914,X-Men,Gideon,0
915,X-Men,Wade Wilson,0
916,X-Men,Maria Callasantos,120
917,X-Men,X-Force,120
918,X-Men,Edward Pasternak,0
919,X-Men,Abraham Kieros,4
920,X-Men,Autumn Rolfson,4
921,X-Men,Horsemen of Apocalypse,20
922,X-Men,Gammenon,0
923,X-Men,Chosen,0
924,X-Men,Seera,0
925,X-Men,Lev,0
926,X-Men,Rejects,0
927,X-Men,Opal Tanaka,100
928,X-Men,Meggan Puceanu,400
929,X-Men,Metropolitan Police Service,20
930,X-Men,Nigel Frobisher,20
931,X-Men,Opul Lun Sat-Yr-Nin (Earth-794),0
932,X-Men,George Washington Bridge,0
933,X-Men,Garrison Kane,0
934,Piotr Rasputin,Scott Summers,9984
935,Piotr Rasputin,Kurt Wagner,11656
936,Piotr Rasputin,Alexander Summers,5416
937,Piotr Rasputin,James Howlett,13884
938,Piotr Rasputin,Ororo Munroe,14924
939,Piotr Rasputin,Jean Grey,3716
940,Piotr Rasputin,Jean Grey,3696
941,Piotr Rasputin,Jean Grey,3696
942,Piotr Rasputin,Jean Grey,3676
943,Piotr Rasputin,Warren Worthington III,3352
944,Piotr Rasputin,Charles Xavier,8756
945,Piotr Rasputin,Charles Xavier,8752
946,Piotr Rasputin,Charles Xavier,8656
947,Piotr Rasputin,Charles Xavier,8652
948,Piotr Rasputin,Shiro Yoshida,540
949,Piotr Rasputin,Sean Cassidy,5468
950,Piotr Rasputin,Robert Drake,1852
951,Piotr Rasputin,Lorna Dane,3060
952,Piotr Rasputin,Avengers,444
953,Piotr Rasputin,Henry McCoy,2736
954,Piotr Rasputin,Moira MacTaggert (Earth-TRN748),4404
955,Piotr Rasputin,Shi'ar Imperial Fleet,700
956,Piotr Rasputin,Lilandra Neramani,3804
957,Piotr Rasputin,Jimaine Szardos,1440
958,Piotr Rasputin,Peter Corbeau,1100
959,Piotr Rasputin,Nicholas Fury,204
960,Piotr Rasputin,Thomas Cassidy,720
961,Piotr Rasputin,"Strategic Homeland Intervention, Enforcement and Logistics Division",100
962,Piotr Rasputin,Hellfire Club,2384
963,Piotr Rasputin,Phoenix Force,3608
964,Piotr Rasputin,Phoenix Force,3508
965,Piotr Rasputin,Phoenix Force,3508
966,Piotr Rasputin,Phoenix Force,3408
967,Piotr Rasputin,Cain Marko,1060
968,Piotr Rasputin,Mercedes Knight,1120
969,Piotr Rasputin,Max Eisenhardt,2604
970,Piotr Rasputin,James Madrox,1120
971,Piotr Rasputin,John Grey,1520
972,Piotr Rasputin,Elaine Grey,1520
973,Piotr Rasputin,Starjammers,1740
974,Piotr Rasputin,Ch'od,1460
975,Piotr Rasputin,Cr'reee,940
976,Piotr Rasputin,Christopher Summers,2220
977,Piotr Rasputin,Hepzibah,1460
978,Piotr Rasputin,Raza Longknife,1460
979,Piotr Rasputin,Imperial Guard,720
980,Piotr Rasputin,Kallark,940
981,Piotr Rasputin,Sybil (Oracle),520
982,Piotr Rasputin,Araki,800
983,Piotr Rasputin,Karl Lykos,320
984,Piotr Rasputin,Mariko Yashida,1000
985,Piotr Rasputin,Colleen Wing,800
986,Piotr Rasputin,Arcade,920
987,Piotr Rasputin,Miss Locke,900
988,Piotr Rasputin,Jason Wyngarde,1480
989,Piotr Rasputin,Peter Parker,440
990,Piotr Rasputin,Brian Braddock,484
991,Piotr Rasputin,Illyana Rasputina,2944
992,Piotr Rasputin,Dai Thomas,220
993,Piotr Rasputin,Katherine Pryde,7124
994,Piotr Rasputin,Emma Frost,940
995,Piotr Rasputin,Sebastian Shaw,2164
996,Piotr Rasputin,Harold Leland,944
997,Piotr Rasputin,Donald Pierce,1040
998,Piotr Rasputin,Alison Blaire,3596
999,Piotr Rasputin,Candace Southern,420
1000,Piotr Rasputin,Sage,1224
1001,Piotr Rasputin,Wade Cole,600
1002,Piotr Rasputin,Angelo Macon,600
1003,Piotr Rasputin,Murray Reese,600
1004,Piotr Rasputin,Robert Kelly,820
1005,Piotr Rasputin,New York City Police Department,1300
1006,Piotr Rasputin,Frederick Dukes,1180
1007,Piotr Rasputin,Stephanie Hunter,1320
1008,Piotr Rasputin,Katherine Pryde (Earth-811),740
1009,Piotr Rasputin,Rachel Summers (Earth-811),2184
1010,Piotr Rasputin,Brotherhood of Evil Mutants,620
1011,Piotr Rasputin,Raven Darkhölme,1660
1012,Piotr Rasputin,Raven Darkhölme,1660
1013,Piotr Rasputin,Irene Adler,960
1014,Piotr Rasputin,St. John Allerdyce,1040
1015,Piotr Rasputin,Dominikos Petrakis,960
1016,Piotr Rasputin,Henry Gyrich,240
1017,Piotr Rasputin,Aleytys Forrester,1300
1018,Piotr Rasputin,Theresa Cassidy,400
1019,Piotr Rasputin,Caliban,640
1020,Piotr Rasputin,Carol Danvers,2208
1021,Piotr Rasputin,Cal'syee Neramani,620
1022,Piotr Rasputin,Sikorsky,640
1023,Piotr Rasputin,Rogue (Anna Marie),6848
1024,Piotr Rasputin,S'ym,500
1025,Piotr Rasputin,Xi'an Coy Manh,364
1026,Piotr Rasputin,Lockheed,1920
1027,Piotr Rasputin,New Mutants,1648
1028,Piotr Rasputin,Samuel Guthrie,1548
1029,Piotr Rasputin,Samuel Guthrie,1548
1030,Piotr Rasputin,Rahne Sinclair,1428
1031,Piotr Rasputin,Danielle Moonstar,1528
1032,Piotr Rasputin,Roberto Da Costa,1428
1033,Piotr Rasputin,Madelyne Pryor,3308
1034,Piotr Rasputin,Morlocks,1704
1035,Piotr Rasputin,Mark Hallett,928
1036,Piotr Rasputin,Callisto,1884
1037,Piotr Rasputin,Plague,200
1038,Piotr Rasputin,Masque,740
1039,Piotr Rasputin,Keniuchio Harada,300
1040,Piotr Rasputin,National Security Council,320
1041,Piotr Rasputin,Valerie Cooper,860
1042,Piotr Rasputin,Project Wideawake,140
1043,Piotr Rasputin,Douglas Ramsey,664
1044,Piotr Rasputin,Leech,200
1045,Piotr Rasputin,Selene Gallio,1044
1046,Piotr Rasputin,Forge,1888
1047,Piotr Rasputin,Adversary,500
1048,Piotr Rasputin,Amara Aquilla,552
1049,Piotr Rasputin,Nimrod (Earth-811),820
1050,Piotr Rasputin,Magus (Technarch),300
1051,Piotr Rasputin,Warlock (Technarch),808
1052,Piotr Rasputin,Hellions,100
1053,Piotr Rasputin,James Proudstar,220
1054,Piotr Rasputin,Manuel de la Rocha,100
1055,Piotr Rasputin,Jennifer Stavros,100
1056,Piotr Rasputin,Lila Cheney,240
1057,Piotr Rasputin,Freedom Force,640
1058,Piotr Rasputin,Rita Wayword,704
1059,Piotr Rasputin,Nathan Summers,1204
1060,Piotr Rasputin,Nathan Summers,1204
1061,Piotr Rasputin,Nathan Summers,1204
1062,Piotr Rasputin,Nathan Summers,1204
1063,Piotr Rasputin,Nathan Summers,1188
1064,Piotr Rasputin,Nathan Summers,1188
1065,Piotr Rasputin,Nathan Summers,1188
1066,Piotr Rasputin,Nathan Summers,1188
1067,Piotr Rasputin,Nathan Summers,1204
1068,Piotr Rasputin,Nathan Summers,1204
1069,Piotr Rasputin,Nathan Summers,1204
1070,Piotr Rasputin,Nathan Summers,1204
1071,Piotr Rasputin,Nathan Summers,1188
1072,Piotr Rasputin,Nathan Summers,1188
1073,Piotr Rasputin,Nathan Summers,1188
1074,Piotr Rasputin,Nathan Summers,1188
1075,Piotr Rasputin,Brightwind,240
1076,Piotr Rasputin,Yuriko Oyama,520
1077,Piotr Rasputin,Marauders,868
1078,Piotr Rasputin,Philippa Sontag,328
1079,Piotr Rasputin,Kodiak Noatak,508
1080,Piotr Rasputin,Alice MacAllister,720
1081,Piotr Rasputin,John Greycrow,628
1082,Piotr Rasputin,Vertigo (Savage Land Mutate),408
1083,Piotr Rasputin,X-Factor,1444
1084,Piotr Rasputin,Elizabeth Braddock,3992
1085,Piotr Rasputin,Sharon Friedlander,420
1086,Piotr Rasputin,Thomas Corsi,300
1087,Piotr Rasputin,Victor Creed,444
1088,Piotr Rasputin,Nathaniel Essex,604
1089,Piotr Rasputin,Frank Bohannan,540
1090,Piotr Rasputin,Louis Hamilton,440
1091,Piotr Rasputin,Martin Fletcher,440
1092,Piotr Rasputin,Gateway,1360
1093,Piotr Rasputin,Reavers,620
1094,Piotr Rasputin,Bonebreaker,600
1095,Piotr Rasputin,Pretty Boy,400
1096,Piotr Rasputin,Skullbuster,300
1097,Piotr Rasputin,Right,228
1098,Piotr Rasputin,Patricia Tilby,300
1099,Piotr Rasputin,Cameron Hodge,220
1100,Piotr Rasputin,Jennifer Ransome,900
1101,Piotr Rasputin,Cormick Grimshaw,500
1102,Piotr Rasputin,Magistrates,504
1103,Piotr Rasputin,David Moreau,400
1104,Piotr Rasputin,Phillip Moreau,800
1105,Piotr Rasputin,Wipeout,300
1106,Piotr Rasputin,N'astirh,600
1107,Piotr Rasputin,Tam Anderson,500
1108,Piotr Rasputin,En Sabah Nur,60
1109,Piotr Rasputin,Prosh,340
1110,Piotr Rasputin,Prosh,340
1111,Piotr Rasputin,Jubilation Lee,1020
1112,Piotr Rasputin,Eleanor Murch,240
1113,Piotr Rasputin,Orphan-Maker (Peter),240
1114,Piotr Rasputin,Weird Happenings Organization,120
1115,Piotr Rasputin,Alysande Stuart,100
1116,Piotr Rasputin,Lian Shen,240
1117,Piotr Rasputin,Jacob Reisz,240
1118,Piotr Rasputin,Excalibur,380
1119,Piotr Rasputin,Alistaire Stuart,220
1120,Piotr Rasputin,Muir Island X-Men,820
1121,Piotr Rasputin,David Haller,500
1122,Piotr Rasputin,Guido Carosella,600
1123,Piotr Rasputin,Charlotte Jones,220
1124,Piotr Rasputin,Mutant Liberation Front,20
1125,Piotr Rasputin,Remy LeBeau,720
1126,Piotr Rasputin,Tabitha Smith,220
1127,Piotr Rasputin,Julio Richter,100
1128,Piotr Rasputin,Emmanuel Da Costa,300
1129,Piotr Rasputin,Sharon Smith,0
1130,Piotr Rasputin,Haroun ibn Sallah al-Rashid,0
1131,Piotr Rasputin,Marie-Ange Colbert,0
1132,Piotr Rasputin,Hela,0
1133,Piotr Rasputin,Gosamyr,100
1134,Piotr Rasputin,Arthur Maddicks,100
1135,Piotr Rasputin,Sally Blevins,120
1136,Piotr Rasputin,Russell Collins,220
1137,Piotr Rasputin,Eitri,0
1138,Piotr Rasputin,Hrimhari,0
1139,Piotr Rasputin,Richard Gill,20
1140,Piotr Rasputin,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),20
1141,Piotr Rasputin,Michael McCain,20
1142,Piotr Rasputin,Nathan Summers (Stryfe) (Earth-4935),20
1143,Piotr Rasputin,Tyler Dayspring (Earth-4935),0
1144,Piotr Rasputin,Vanessa Carlysle,120
1145,Piotr Rasputin,Gideon,0
1146,Piotr Rasputin,Wade Wilson,0
1147,Piotr Rasputin,Maria Callasantos,120
1148,Piotr Rasputin,X-Force,120
1149,Piotr Rasputin,Edward Pasternak,0
1150,Piotr Rasputin,Abraham Kieros,0
1151,Piotr Rasputin,Autumn Rolfson,0
1152,Piotr Rasputin,Horsemen of Apocalypse,0
1153,Piotr Rasputin,Gammenon,0
1154,Piotr Rasputin,Chosen,0
1155,Piotr Rasputin,Seera,0
1156,Piotr Rasputin,Lev,0
1157,Piotr Rasputin,Rejects,0
1158,Piotr Rasputin,Opal Tanaka,100
1159,Piotr Rasputin,Meggan Puceanu,380
1160,Piotr Rasputin,Metropolitan Police Service,20
1161,Piotr Rasputin,Nigel Frobisher,20
1162,Piotr Rasputin,Opul Lun Sat-Yr-Nin (Earth-794),0
1163,Piotr Rasputin,George Washington Bridge,0
1164,Piotr Rasputin,Garrison Kane,0
1165,Scott Summers,Kurt Wagner,8636
1166,Scott Summers,Alexander Summers,4024
1167,Scott Summers,James Howlett,10336
1168,Scott Summers,Ororo Munroe,10556
1169,Scott Summers,Jean Grey,10024
1170,Scott Summers,Jean Grey,10020
1171,Scott Summers,Jean Grey,10004
1172,Scott Summers,Jean Grey,10000
1173,Scott Summers,Warren Worthington III,9232
1174,Scott Summers,Charles Xavier,6812
1175,Scott Summers,Charles Xavier,6792
1176,Scott Summers,Charles Xavier,6812
1177,Scott Summers,Charles Xavier,6792
1178,Scott Summers,Shiro Yoshida,520
1179,Scott Summers,Sean Cassidy,5364
1180,Scott Summers,Robert Drake,8532
1181,Scott Summers,Lorna Dane,2680
1182,Scott Summers,Avengers,640
1183,Scott Summers,Henry McCoy,9216
1184,Scott Summers,Moira MacTaggert (Earth-TRN748),3464
1185,Scott Summers,Shi'ar Imperial Fleet,700
1186,Scott Summers,Lilandra Neramani,3600
1187,Scott Summers,Jimaine Szardos,880
1188,Scott Summers,Peter Corbeau,1100
1189,Scott Summers,Nicholas Fury,304
1190,Scott Summers,Thomas Cassidy,620
1191,Scott Summers,"Strategic Homeland Intervention, Enforcement and Logistics Division",200
1192,Scott Summers,Hellfire Club,1200
1193,Scott Summers,Phoenix Force,3644
1194,Scott Summers,Phoenix Force,3644
1195,Scott Summers,Phoenix Force,3544
1196,Scott Summers,Phoenix Force,3544
1197,Scott Summers,Cain Marko,760
1198,Scott Summers,Mercedes Knight,1120
1199,Scott Summers,Max Eisenhardt,2120
1200,Scott Summers,James Madrox,1020
1201,Scott Summers,John Grey,1640
1202,Scott Summers,Elaine Grey,1640
1203,Scott Summers,Starjammers,1540
1204,Scott Summers,Ch'od,1260
1205,Scott Summers,Cr'reee,940
1206,Scott Summers,Christopher Summers,2020
1207,Scott Summers,Hepzibah,1260
1208,Scott Summers,Raza Longknife,1260
1209,Scott Summers,Imperial Guard,620
1210,Scott Summers,Kallark,840
1211,Scott Summers,Sybil (Oracle),420
1212,Scott Summers,Araki,800
1213,Scott Summers,Karl Lykos,320
1214,Scott Summers,Mariko Yashida,1140
1215,Scott Summers,Colleen Wing,800
1216,Scott Summers,Arcade,920
1217,Scott Summers,Miss Locke,900
1218,Scott Summers,Jason Wyngarde,1580
1219,Scott Summers,Peter Parker,424
1220,Scott Summers,Brian Braddock,440
1221,Scott Summers,Illyana Rasputina,1500
1222,Scott Summers,Dai Thomas,200
1223,Scott Summers,Katherine Pryde,4448
1224,Scott Summers,Emma Frost,640
1225,Scott Summers,Sebastian Shaw,1080
1226,Scott Summers,Harold Leland,660
1227,Scott Summers,Donald Pierce,460
1228,Scott Summers,Alison Blaire,1264
1229,Scott Summers,Candace Southern,780
1230,Scott Summers,Sage,320
1231,Scott Summers,Wade Cole,200
1232,Scott Summers,Angelo Macon,200
1233,Scott Summers,Murray Reese,200
1234,Scott Summers,Robert Kelly,420
1235,Scott Summers,New York City Police Department,1140
1236,Scott Summers,Frederick Dukes,1200
1237,Scott Summers,Stephanie Hunter,700
1238,Scott Summers,Katherine Pryde (Earth-811),220
1239,Scott Summers,Rachel Summers (Earth-811),780
1240,Scott Summers,Brotherhood of Evil Mutants,540
1241,Scott Summers,Raven Darkhölme,1740
1242,Scott Summers,Raven Darkhölme,1740
1243,Scott Summers,Irene Adler,1040
1244,Scott Summers,St. John Allerdyce,1160
1245,Scott Summers,Dominikos Petrakis,980
1246,Scott Summers,Henry Gyrich,300
1247,Scott Summers,Aleytys Forrester,900
1248,Scott Summers,Theresa Cassidy,300
1249,Scott Summers,Caliban,2300
1250,Scott Summers,Carol Danvers,1564
1251,Scott Summers,Cal'syee Neramani,620
1252,Scott Summers,Sikorsky,740
1253,Scott Summers,Rogue (Anna Marie),2836
1254,Scott Summers,S'ym,60
1255,Scott Summers,Xi'an Coy Manh,224
1256,Scott Summers,Lockheed,1060
1257,Scott Summers,New Mutants,1340
1258,Scott Summers,Samuel Guthrie,1440
1259,Scott Summers,Samuel Guthrie,1440
1260,Scott Summers,Rahne Sinclair,1440
1261,Scott Summers,Danielle Moonstar,540
1262,Scott Summers,Roberto Da Costa,1340
1263,Scott Summers,Madelyne Pryor,3028
1264,Scott Summers,Morlocks,1164
1265,Scott Summers,Mark Hallett,324
1266,Scott Summers,Callisto,444
1267,Scott Summers,Plague,1020
1268,Scott Summers,Masque,620
1269,Scott Summers,Keniuchio Harada,300
1270,Scott Summers,National Security Council,300
1271,Scott Summers,Valerie Cooper,720
1272,Scott Summers,Project Wideawake,200
1273,Scott Summers,Douglas Ramsey,224
1274,Scott Summers,Leech,2000
1275,Scott Summers,Selene Gallio,160
1276,Scott Summers,Forge,1544
1277,Scott Summers,Adversary,100
1278,Scott Summers,Amara Aquilla,124
1279,Scott Summers,Nimrod (Earth-811),120
1280,Scott Summers,Magus (Technarch),100
1281,Scott Summers,Warlock (Technarch),764
1282,Scott Summers,Hellions,0
1283,Scott Summers,James Proudstar,100
1284,Scott Summers,Manuel de la Rocha,0
1285,Scott Summers,Jennifer Stavros,0
1286,Scott Summers,Lila Cheney,200
1287,Scott Summers,Freedom Force,1040
1288,Scott Summers,Rita Wayword,640
1289,Scott Summers,Nathan Summers,3792
1290,Scott Summers,Nathan Summers,3792
1291,Scott Summers,Nathan Summers,3792
1292,Scott Summers,Nathan Summers,3792
1293,Scott Summers,Nathan Summers,3712
1294,Scott Summers,Nathan Summers,3712
1295,Scott Summers,Nathan Summers,3712
1296,Scott Summers,Nathan Summers,3712
1297,Scott Summers,Nathan Summers,3872
1298,Scott Summers,Nathan Summers,3872
1299,Scott Summers,Nathan Summers,3872
1300,Scott Summers,Nathan Summers,3872
1301,Scott Summers,Nathan Summers,3792
1302,Scott Summers,Nathan Summers,3792
1303,Scott Summers,Nathan Summers,3792
1304,Scott Summers,Nathan Summers,3792
1305,Scott Summers,Brightwind,320
1306,Scott Summers,Yuriko Oyama,120
1307,Scott Summers,Marauders,724
1308,Scott Summers,Philippa Sontag,320
1309,Scott Summers,Kodiak Noatak,440
1310,Scott Summers,Alice MacAllister,420
1311,Scott Summers,John Greycrow,520
1312,Scott Summers,Vertigo (Savage Land Mutate),220
1313,Scott Summers,X-Factor,7924
1314,Scott Summers,Elizabeth Braddock,1964
1315,Scott Summers,Sharon Friedlander,0
1316,Scott Summers,Thomas Corsi,0
1317,Scott Summers,Victor Creed,620
1318,Scott Summers,Nathaniel Essex,420
1319,Scott Summers,Frank Bohannan,600
1320,Scott Summers,Louis Hamilton,400
1321,Scott Summers,Martin Fletcher,400
1322,Scott Summers,Gateway,260
1323,Scott Summers,Reavers,20
1324,Scott Summers,Bonebreaker,0
1325,Scott Summers,Pretty Boy,0
1326,Scott Summers,Skullbuster,0
1327,Scott Summers,Right,1040
1328,Scott Summers,Patricia Tilby,2500
1329,Scott Summers,Cameron Hodge,3440
1330,Scott Summers,Jennifer Ransome,100
1331,Scott Summers,Cormick Grimshaw,100
1332,Scott Summers,Magistrates,500
1333,Scott Summers,David Moreau,500
1334,Scott Summers,Phillip Moreau,100
1335,Scott Summers,Wipeout,500
1336,Scott Summers,N'astirh,620
1337,Scott Summers,Tam Anderson,400
1338,Scott Summers,En Sabah Nur,2580
1339,Scott Summers,Prosh,4420
1340,Scott Summers,Prosh,4420
1341,Scott Summers,Jubilation Lee,1020
1342,Scott Summers,Eleanor Murch,600
1343,Scott Summers,Orphan-Maker (Peter),500
1344,Scott Summers,Weird Happenings Organization,20
1345,Scott Summers,Alysande Stuart,0
1346,Scott Summers,Lian Shen,20
1347,Scott Summers,Jacob Reisz,120
1348,Scott Summers,Excalibur,320
1349,Scott Summers,Alistaire Stuart,220
1350,Scott Summers,Muir Island X-Men,920
1351,Scott Summers,David Haller,300
1352,Scott Summers,Guido Carosella,500
1353,Scott Summers,Charlotte Jones,1200
1354,Scott Summers,Mutant Liberation Front,100
1355,Scott Summers,Remy LeBeau,1200
1356,Scott Summers,Tabitha Smith,2800
1357,Scott Summers,Julio Richter,2400
1358,Scott Summers,Emmanuel Da Costa,100
1359,Scott Summers,Sharon Smith,0
1360,Scott Summers,Haroun ibn Sallah al-Rashid,0
1361,Scott Summers,Marie-Ange Colbert,0
1362,Scott Summers,Hela,0
1363,Scott Summers,Gosamyr,0
1364,Scott Summers,Arthur Maddicks,2600
1365,Scott Summers,Sally Blevins,2800
1366,Scott Summers,Russell Collins,3100
1367,Scott Summers,Eitri,0
1368,Scott Summers,Hrimhari,0
1369,Scott Summers,Richard Gill,0
1370,Scott Summers,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),100
1371,Scott Summers,Michael McCain,0
1372,Scott Summers,Nathan Summers (Stryfe) (Earth-4935),0
1373,Scott Summers,Tyler Dayspring (Earth-4935),0
1374,Scott Summers,Vanessa Carlysle,100
1375,Scott Summers,Gideon,0
1376,Scott Summers,Wade Wilson,0
1377,Scott Summers,Maria Callasantos,100
1378,Scott Summers,X-Force,100
1379,Scott Summers,Edward Pasternak,700
1380,Scott Summers,Abraham Kieros,1120
1381,Scott Summers,Autumn Rolfson,1120
1382,Scott Summers,Horsemen of Apocalypse,1100
1383,Scott Summers,Gammenon,700
1384,Scott Summers,Chosen,700
1385,Scott Summers,Seera,700
1386,Scott Summers,Lev,700
1387,Scott Summers,Rejects,700
1388,Scott Summers,Opal Tanaka,900
1389,Scott Summers,Meggan Puceanu,320
1390,Scott Summers,Metropolitan Police Service,0
1391,Scott Summers,Nigel Frobisher,0
1392,Scott Summers,Opul Lun Sat-Yr-Nin (Earth-794),0
1393,Scott Summers,George Washington Bridge,0
1394,Scott Summers,Garrison Kane,0
1395,Kurt Wagner,Alexander Summers,2660
1396,Kurt Wagner,James Howlett,10496
1397,Kurt Wagner,Ororo Munroe,11572
1398,Kurt Wagner,Jean Grey,2372
1399,Kurt Wagner,Jean Grey,2352
